"main_production_country","main_production_company","main_producer_name","editor_name","main_director_name","main_actor3_name","main_actor2_name","main_actor1_name","title","imdb_id","imdb_url","imdb_score","budget_in_millions","month_of_release","year_of_release","duration_in_hours","main_lang","total_number_languages","genre_action","genre_adventure","genre_animation","genre_biography","genre_comedy","genre_crime","genre_documentary","genre_drama","genre_family","genre_fantasy","genre_filmnoir","genre_history","genre_horror","genre_music","genre_musical","genre_mystery","genre_realitytv","genre_romance","genre_scifi","genre_shortfilm","genre_sport","genre_thriller","genre_war","genre_western","main_actor1_is_female","main_actor2_is_female","main_actor3_is_female","total_number_of_actors","main_director_is_female","total_number_of_directors","total_number_of_producers","total_number_of_production_companies","total_number_of_production_countries","genre_count","actor1_avg_score","actor1_tier","actor2_avg_score","actor2_tier","actor3_avg_score","actor3_tier","director_avg_score","director_tier","editor_avg_score","editor_tier","producer_avg_score","producer_tier","production_company_avg_score","production_company_tier","main_lang_category","seasons","Continent"
"Germany","Studio Babelsberg","Hal Lieberman","Tom Lewis","Frank Coraci","Cécile de France","Steve Coogan","Jackie Chan","Around the World in 80 Days","tt0327437","http://www.imdb.com/title/tt0327437/",5.8,110,6,2004,2,"Deutsch",6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,1,2,7,4,3,6.52857142857143,"Medium",6.75,"Medium",5.8,"Lower",6.275,"Medium",6.16666666666667,"Medium",6.1,"Medium",6.94285714285714,"Medium","Deutsch","Summer","EU"
"Germany","Paramount Pictures","Gary Foster","Richard Pearson","Frank Oz","Marlon Brando","Edward Norton","Robert De Niro","The Score","tt0227445","http://www.imdb.com/title/tt0227445/",6.8,68,7,2001,2.066666667,"English",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,1,2,3,2,3,7.06756756756757,"Medium",7.32666666666667,"Medium",7.1875,"Medium",6.67142857142857,"Medium",6.68,"Medium",6.76666666666667,"Medium",6.84390243902439,"Medium","English","Summer","EU"
"Germany","NBC","none","Alex Mackie","Nick Willing","Ben Kingsley","Robbie Coltrane","Tina Majorino","Alice in Wonderland","tt0164993","http://www.imdb.com/title/tt0164993/",6.2,21,2,1999,2.5,"English",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,0,1,0,3,3,3,6.2,"Medium",6.15,"Medium",7.03846153846154,"Medium",6.05,"Medium",6.5,"Medium",6.42327868852459,"Medium",6.2,"Medium","English","Winter","EU"
"Germany","Paramount Pictures","Scott Rudin","Greg Hayden","Ben Stiller","Christine Taylor","Owen Wilson","Ben Stiller","Zoolander","tt0196229","http://www.imdb.com/title/tt0196229/",6.6,28,9,2001,1.483333333,"English",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,0,1,3,9,2,1,6.65789473684211,"Medium",6.32105263157895,"Medium",6.7,"Medium",6.74,"Medium",7.03333333333333,"Medium",7.27777777777778,"Medium",6.84390243902439,"Medium","English","Fall","EU"
"Germany","Columbia Pictures Corporation","Douglas Wick","Tom Finan","Rob Minkoff","Hugh Laurie","Geena Davis","Michael J. Fox","Stuart Little","tt0164912","http://www.imdb.com/title/tt0164912/",5.9,133,12,1999,1.4,"English",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,1,1,3,2,3,6.8875,"Medium",6.46666666666667,"Medium",5.96666666666667,"Lower",5.9,"Lower",6.525,"Medium",5.8,"Lower",6.71525423728814,"Medium","English","Winter","EU"
"Germany","USA Films","Bob Balaban","Tim Squyres","Robert Altman","Maggie Smith","Clive Owen","Helen Mirren","Gosford Park","tt0280707","http://www.imdb.com/title/tt0280707/",7.3,19.8,11,2001,2.283333333,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,30,0,1,6,1,3,2,6.58571428571429,"Medium",6.73076923076923,"Medium",6.85714285714286,"Medium",7.46,"Medium",7.12,"Medium",7.3,"Medium",7.3,"Medium","English","Fall","EU"
"Germany","Claussen + Wöbke Filmproduktion GmbH","Jakob Claussen","Hansjörg Weißbrich","Marco Kreuzpaintner","Alicja Bachleda-Curuś","Kostja Ullmann","Robert Stadlober","Sommersturm","tt0420206","http://www.imdb.com/title/tt0420206/",7.6,2.7,9,2004,1.633333333,"Deutsch",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,3,1,1,3,7.6,"Medium",7.6,"Medium",7.6,"Medium",7.6,"Medium",7.6,"Medium",7.6,"Medium",7.6,"Medium","Deutsch","Fall","EU"
"Germany","Imagine Entertainment","Brian Grazer","Emma E. Hickox","John Stockwell","Michelle Rodriguez","Matthew Davis","Kate Bosworth","Blue Crush","tt0300532","http://www.imdb.com/title/tt0300532/",5.6,25,8,2002,1.733333333,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,15,0,1,2,4,2,3,6.38,"Medium",6.35,"Medium",6.37142857142857,"Medium",5.6,"Lower",6.875,"Medium",6.39230769230769,"Medium",6.41379310344828,"Medium","English","Summer","EU"
"Germany","Miramax Films","Bryan Furst","Carole Kravetz","Richard Shepard","Hope Davis","Greg Kinnear","Pierce Brosnan","The Matador","tt0365485","http://www.imdb.com/title/tt0365485/",6.9,10,5,2005,1.6,"English",2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,1,11,1,2,3,6.40588235294118,"Medium",6.81111111111111,"Medium",7.05,"Medium",6.9,"Medium",6.66666666666667,"Medium",6.7,"Medium",6.92033898305085,"Medium","English","Spring","EU"
"Germany","Paramount Pictures","Todd Black","Craig Wood","Gore Verbinski","Hope Davis","Michael Caine","Nicolas Cage","The Weather Man","tt0384680","http://www.imdb.com/title/tt0384680/",6.7,20,10,2005,1.683333333,"Český",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,3,3,2,2,6.509375,"Medium",7.28823529411765,"Medium",7.05,"Medium",6.95555555555556,"Medium",6.35,"Medium",7.15,"Medium",6.84390243902439,"Medium","Others","Fall","EU"
"Germany","Paramount Pictures","Tom Cruise","Christian Wagner","John Woo","Thandie Newton","Dougray Scott","Tom Cruise","Mission: Impossible II","tt0120755","http://www.imdb.com/title/tt0120755/",6,125,5,2000,2.05,"English",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,0,1,2,3,2,3,6.948,"Medium",6.4,"Medium",6.24,"Medium",6.23333333333333,"Medium",6.49090909090909,"Medium",6.975,"Medium",6.84390243902439,"Medium","English","Spring","EU"
"Germany","Double Feature Films","Danny DeVito","David Moritz","Richard LaGravenese","Imelda Staunton","Scott Glenn","Hilary Swank","Freedom Writers","tt0463998","http://www.imdb.com/title/tt0463998/",7.5,21,1,2007,2.05,"English",2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,28,0,1,3,3,2,3,6.38571428571429,"Medium",7.44285714285714,"Medium",7.23333333333333,"Medium",7.5,"Medium",6.76,"Medium",6.54444444444444,"Medium",6.6,"Medium","English","Winter","EU"
"Germany","Universal Pictures","Gary Goetzman","Lesley Walker","Phyllida Lloyd","Amanda Seyfried","Pierce Brosnan","Meryl Streep","Mamma Mia!","tt0795421","http://www.imdb.com/title/tt0795421/",6.4,52,7,2008,1.8,"English",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,26,1,1,2,5,3,3,7.08333333333333,"Medium",6.40588235294118,"Medium",6.31666666666667,"Medium",6.4,"Medium",6.92857142857143,"Medium",6.4,"Medium",6.59811320754717,"Medium","English","Summer","EU"
"Germany","Ascendant Pictures","Christopher Roberts","none","Howard McCain","Jack Huston","Sophia Myles","Jim Caviezel","Outlander","tt0462465","http://www.imdb.com/title/tt0462465/",6.3,50,4,2008,1.916666667,"English",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16,0,1,2,5,2,3,6.71428571428571,"Medium",6.76666666666667,"Medium",6.3,"Medium",6.3,"Medium",6.3874109263658,"Medium",6.3,"Medium",6.3,"Medium","English","Spring","EU"
"Germany","Paramount Pictures","J.J. Abrams","Maryann Brandon","J.J. Abrams","Leonard Nimoy","Zachary Quinto","Chris Pine","Star Trek","tt0796366","http://www.imdb.com/title/tt0796366/",8.1,150,5,2009,2.116666667,"English",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,168,0,1,2,4,2,3,6.925,"Medium",8,"Top",7.75,"Medium",7.475,"Medium",7.56666666666667,"Medium",7.21666666666667,"Medium",6.84390243902439,"Medium","English","Spring","EU"
"Germany","Columbia Pictures Corporation","Cathy Konrad","Kevin Tent","James Mangold","Clea DuVall","Angelina Jolie","Winona Ryder","Girl, Interrupted","tt0172493","http://www.imdb.com/title/tt0172493/",7.3,40,12,1999,2.116666667,"English",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17,0,1,2,4,2,2,6.94285714285714,"Medium",6.54117647058824,"Medium",6.85,"Medium",7.25,"Medium",7.36,"Medium",6.68888888888889,"Medium",6.71525423728814,"Medium","English","Winter","EU"
"Germany","Sidney Kimmel Entertainment","Christopher Wilkinson","Alex Mackie","Agnieszka Holland","Matthew Goode","Diane Kruger","Ed Harris","Copying Beethoven","tt0424908","http://www.imdb.com/title/tt0424908/",6.8,11,9,2006,1.733333333,"Deutsch",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,4,2,2,3,7.11538461538461,"Medium",6.98333333333333,"Medium",6.85,"Medium",6.8,"Medium",6.5,"Medium",6.8,"Medium",7.06666666666667,"Medium","Deutsch","Fall","EU"
"Germany","New Line Cinema","Vin Diesel","William Hoy","F. Gary Gray","Timothy Olyphant","Larenz Tate","Vin Diesel","A Man Apart","tt0266465","http://www.imdb.com/title/tt0266465/",6.1,36,4,2003,1.816666667,"English",2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,6,4,2,3,6.91666666666667,"Medium",6.8,"Medium",6.52857142857143,"Medium",6.78333333333333,"Medium",6.78181818181818,"Medium",6.4,"Medium",6.4741935483871,"Medium","English","Spring","EU"
"Germany","Universal Pictures","Frank Marshall","Christopher Rouse","Paul Greengrass","David Strathairn","Julia Stiles","Matt Damon","The Bourne Ultimatum","tt0440963","http://www.imdb.com/title/tt0440963/",8.1,70,8,2007,1.916666667,"English",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46,0,1,4,5,2,3,7.25185185185185,"Medium",6.83333333333333,"Medium",7.3,"Medium",7.7,"Medium",7.3,"Medium",7.26,"Medium",6.59811320754717,"Medium","English","Summer","EU"
"Germany","Constellation Films","Gale Anne Hurd","Steve Mirkovich","Stephen Hopkins","Tom Wilkinson","Val Kilmer","Michael Douglas","The Ghost and the Darkness","tt0116409","http://www.imdb.com/title/tt0116409/",6.8,50,10,1996,1.816666667,"English",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,3,2,2,3,6.825,"Medium",6.8,"Medium",7.08,"Medium",5.74,"Lower",6.62,"Medium",6.44285714285714,"Medium",6.8,"Medium","English","Fall","EU"
"Germany","Universal Pictures","Tom Shadyac","Don Zimmerman","Tom Shadyac","Ron Rifkin","Joe Morton","Kevin Costner","Dragonfly","tt0259288","http://www.imdb.com/title/tt0259288/",6,60,2,2002,1.733333333,"English",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,1,7,6,2,3,6.93684210526316,"Medium",5.425,"Lower",6.4,"Medium",6.21666666666667,"Medium",6.18888888888889,"Medium",5.7,"Lower",6.59811320754717,"Medium","English","Winter","EU"
"Germany","Columbia Pictures","Joel Coen","Robert Hoffman","Terry Zwigoff","Brett Kelly","Tony Cox","Billy Bob Thornton","Bad Santa","tt0307987","http://www.imdb.com/title/tt0307987/",7.2,23,11,2003,1.516666667,"English",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,4,3,2,2,6.6125,"Medium",7.2,"Medium",7.2,"Medium",7.35,"Medium",7.2,"Medium",7.66666666666667,"Medium",6.61086956521739,"Medium","English","Fall","EU"
"Germany","Village Roadshow Pictures","Akiva Goldsman","Wayne Wahrman","Francis Lawrence","Shia LaBeouf","Rachel Weisz","Keanu Reeves","Constantine","tt0360486","http://www.imdb.com/title/tt0360486/",6.9,100,2,2005,2.016666667,"English",3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,6,9,2,2,6.78181818181818,"Medium",6.84166666666667,"Medium",6.725,"Medium",7.25,"Medium",6.24285714285714,"Medium",7.075,"Medium",6.45625,"Medium","English","Winter","EU"
"Germany","Summit Entertainment","Erik Feig","Michael Ross","Rob Schmidt","Emmanuelle Chriqui","Eliza Dushku","Desmond Harrington","Wrong Turn","tt0295700","http://www.imdb.com/title/tt0295700/",6.1,12.6,5,2003,1.4,"English",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10,0,1,4,7,2,2,5.75,"Lower",5.93333333333333,"Lower",5.8,"Lower",6.1,"Medium",6.1,"Medium",6.1,"Medium",6.49130434782609,"Medium","English","Spring","EU"
"Germany","Studio Babelsberg","Roman Polanski","Hervé de Luze","Roman Polanski","Jon Bernthal","Pierce Brosnan","Ewan McGregor","The Ghost Writer","tt1139328","http://www.imdb.com/title/tt1139328/",7.3,45,2,2010,2.133333333,"English",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33,0,1,3,4,3,2,6.78421052631579,"Medium",6.40588235294118,"Medium",6.9,"Medium",7.45454545454546,"Medium",7.28333333333333,"Medium",7.3,"Medium",6.94285714285714,"Medium","English","Winter","EU"
"Germany","Section Eight","George Clooney","Emma E. Hickox","John Maybury","Kris Kristofferson","Keira Knightley","Adrien Brody","The Jacket","tt0366627","http://www.imdb.com/title/tt0366627/",7.1,29,3,2005,1.716666667,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,22,0,1,3,7,2,3,7.08888888888889,"Medium",6.98,"Medium",6.8125,"Medium",7.1,"Medium",6.875,"Medium",7.1,"Medium",6.95,"Medium","English","Spring","EU"
"Germany","Universal Pictures","Dino De Laurentiis","Mark Helfrich","Brett Ratner","Ralph Fiennes","Edward Norton","Anthony Hopkins","Red Dragon","tt0289765","http://www.imdb.com/title/tt0289765/",7.2,78,9,2002,2.066666667,"English",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,1,2,2,2,2,6.98888888888889,"Medium",7.32666666666667,"Medium",6.99333333333333,"Medium",6.65,"Medium",6.4,"Medium",6.76666666666667,"Medium",6.59811320754717,"Medium","English","Fall","EU"
"Germany","Universal Pictures","Sean McKittrick","Sam Bauer","Richard Kelly","Sarah Michelle Gellar","Seann William Scott","Dwayne Johnson","Southland Tales","tt0405336","http://www.imdb.com/title/tt0405336/",5.5,17,5,2006,2.4,"English",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,62,0,1,4,9,3,3,6.1,"Medium",6.02,"Medium",5.925,"Lower",6.4,"Medium",6.4,"Medium",5.5,"Lower",6.59811320754717,"Medium","English","Spring","EU"
"Germany","Jeff Most Productions","Edward R. Pressman","none","Bharat Nalluri","William Atherton","Kirsten Dunst","Eric Mabius","The Crow: Salvation","tt0132910","http://www.imdb.com/title/tt0132910/",5,10,10,2000,1.7,"English",2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,3,3,2,3,5,"Lower",6.67058823529412,"Medium",6.65,"Medium",5,"Lower",6.3874109263658,"Medium",6.625,"Medium",4.65,"Lower","English","Fall","EU"
"Germany","Tree Line Films","James Keach","Michael McCusker","James Mangold","Ginnifer Goodwin","Reese Witherspoon","Joaquin Phoenix","Walk the Line","tt0358273","http://www.imdb.com/title/tt0358273/",7.9,28,9,2005,2.266666667,"English",2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,45,0,1,2,5,2,3,7.14166666666667,"Medium",6.525,"Medium",6.9,"Medium",7.25,"Medium",6.975,"Medium",7.9,"Medium",7.33333333333333,"Medium","English","Fall","EU"
"Germany","Ingenious Film Partners","Bernd Eichinger","Michael McCusker","Tim Story","Chris Evans","Jessica Alba","Ioan Gruffudd","4: Rise of the Silver Surfer","tt0486576","http://www.imdb.com/title/tt0486576/",5.6,130,6,2007,1.533333333,"English",4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,0,1,3,7,3,3,5.71666666666667,"Lower",5.9625,"Lower",6.68181818181818,"Medium",5.65,"Lower",6.975,"Medium",7.33333333333333,"Medium",6.75882352941176,"Medium","English","Summer","EU"
"Germany","Columbia Pictures","Derek Anderson","Conrad Buff IV","McG","Anton Yelchin","Sam Worthington","Christian Bale","Terminator Salvation","tt0438488","http://www.imdb.com/title/tt0438488/",6.7,200,5,2009,1.916666667,"English",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,4,4,4,3,7.61875,"Medium",6.62857142857143,"Medium",6.75,"Medium",6.1,"Medium",6.77333333333333,"Medium",6.7,"Medium",6.61086956521739,"Medium","English","Spring","EU"
"Germany","Universal Pictures","Iain Softley","Joe Hutshing","Iain Softley","Peter Sarsgaard","Gena Rowlands","Kate Hudson","The Skeleton Key","tt0397101","http://www.imdb.com/title/tt0397101/",6.5,43,7,2005,1.733333333,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,20,0,1,5,6,2,3,6.25,"Medium",7.43333333333333,"Medium",6.6125,"Medium",6.63333333333333,"Medium",6.81538461538462,"Medium",6.5,"Medium",6.59811320754717,"Medium","English","Summer","EU"
"Germany","Paramount Pictures","none","none","Brian Robbins","Michael B. Jordan","Diane Lane","Keanu Reeves","Hardball","tt0180734","http://www.imdb.com/title/tt0180734/",6.3,32,9,2001,1.766666667,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,0,1,0,4,2,2,6.78181818181818,"Medium",6.38888888888889,"Medium",6.7,"Medium",5.1,"Lower",6.3874109263658,"Medium",6.42327868852459,"Medium",6.84390243902439,"Medium","English","Fall","EU"
"Germany","Paramount Pictures","Erich Pommer","Fritz Lang","Fritz Lang","Gustav Fröhlich","Alfred Abel","Brigitte Helm","Metropolis","tt0017136","http://www.imdb.com/title/tt0017136/",8.4,92.62,1,1927,2.55,"No Language",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21,0,1,1,2,1,2,8.4,"Top",8.4,"Top",8.4,"Top",8.15,"Top",8.4,"Top",8.4,"Top",6.84390243902439,"Medium","No Language","Winter","EU"
"Germany","New Line Cinema","Peter Frankfurt","Peter Amundson","Guillermo del Toro","Ron Perlman","Kris Kristofferson","Wesley Snipes","Blade II","tt0187738","http://www.imdb.com/title/tt0187738/",6.7,54,3,2002,1.95,"Český",3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,1,3,8,2,3,6.13571428571429,"Medium",6.8125,"Medium",7,"Medium",6.85,"Medium",6.58,"Medium",6.56666666666667,"Medium",6.4741935483871,"Medium","Others","Spring","EU"
"Germany","Mandalay Pictures","Dan Halsted","Nicholas Beauman","Martin Campbell","Teri Polo","Clive Owen","Angelina Jolie","Beyond Borders","tt0294357","http://www.imdb.com/title/tt0294357/",6.4,35,10,2003,2.116666667,"English",5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,50,0,1,5,5,2,3,6.54117647058824,"Medium",6.73076923076923,"Medium",5.95,"Lower",6.5625,"Medium",6.85,"Medium",6.575,"Medium",6.75,"Medium","English","Fall","EU"
"Germany","Milagro Films","Limor Diamant","Alan Strachan","William Malone","Stephen Rea","Natascha McElhone","Stephen Dorff","FearDotCom","tt0295254","http://www.imdb.com/title/tt0295254/",3.3,40,8,2002,1.683333333,"English",2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,0,1,2,8,4,3,6.05,"Medium",5.6,"Lower",6.31428571428571,"Medium",4.45,"Lower",5.1,"Lower",3.3,"Poor",3.3,"Poor","English","Summer","EU"
"Germany","Paramount Pictures","Robert Evans","Debra Neil-Fisher","Donald Petrie","Kathryn Hahn","Matthew McConaughey","Kate Hudson","How to Lose a Guy in 10 Days","tt0251127","http://www.imdb.com/title/tt0251127/",6.3,50,2,2003,1.933333333,"English",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,22,0,1,4,1,2,2,6.25,"Medium",6.87692307692308,"Medium",6.3,"Medium",5.65,"Lower",6.18333333333333,"Medium",6.23333333333333,"Medium",6.84390243902439,"Medium","English","Winter","EU"
"Germany","Miramax Films","Mark Gordon","Olivier Gajan","Florent-Emilio Siri","Jimmy Bennett","Kevin Pollak","Bruce Willis","Hostage","tt0340163","http://www.imdb.com/title/tt0340163/",6.6,52,3,2005,1.883333333,"English",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,4,7,2,3,6.67714285714286,"Medium",6.15,"Medium",6.6,"Medium",6.6,"Medium",6.6,"Medium",7,"Medium",6.92033898305085,"Medium","English","Spring","EU"
"Germany","Twentieth Century Fox Film Corporation","Stuart Cornfeld","Alan Baumgarten","Rawson Marshall Thurber","Ben Stiller","Christine Taylor","Vince Vaughn","DodgeBall: A True Underdog Story","tt0364725","http://www.imdb.com/title/tt0364725/",6.7,20,6,2004,1.533333333,"English",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,0,1,2,3,2,2,6.19285714285714,"Medium",6.7,"Medium",6.65789473684211,"Medium",6.9,"Medium",6.54,"Medium",7.1,"Medium",6.58223684210526,"Medium","English","Summer","EU"
"Germany","Epsilon Motion Pictures","Art Linson","Barbara Tulliver","David Mamet","William H. Macy","Derek Luke","Val Kilmer","Spartan","tt0360009","http://www.imdb.com/title/tt0360009/",6.6,19.25,3,2004,1.7,"English",3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,4,9,2,3,6.8,"Medium",6.6,"Medium",6.9125,"Medium",6.825,"Medium",6.86666666666667,"Medium",6.87142857142857,"Medium",6.06666666666667,"Medium","English","Spring","EU"
"Germany","Paramount Pictures","Walter F. Parkes","Michael Kahn","Brad Silberling","Jude Law","Meryl Streep","Jim Carrey","Lemony Snickets A Series of Unfortunate Events","tt0339291","http://www.imdb.com/title/tt0339291/",6.8,140,12,2004,1.8,"English",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,1,3,6,2,3,6.74375,"Medium",7.08333333333333,"Medium",7.01333333333333,"Medium",6.175,"Medium",7.11538461538461,"Medium",6.375,"Medium",6.84390243902439,"Medium","English","Winter","EU"
"Germany","Anarchos Productions","Lana Wachowski","Alexander Berner","Lilly Wachowski","Jim Broadbent","Halle Berry","Tom Hanks","Cloud Atlas","tt1371111","http://www.imdb.com/title/tt1371111/",7.6,102,10,2012,2.866666667,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30,1,3,6,8,4,2,7.24074074074074,"Medium",6.18461538461538,"Medium",7.18,"Medium",7.55,"Medium",6.78333333333333,"Medium",7.9,"Medium",7.6,"Medium","English","Fall","EU"
"Germany","Lionsgate","Jan Fantl","Trevor Waite","Kevin Spacey","John Goodman","Kate Bosworth","Kevin Spacey","Beyond the Sea","tt0363473","http://www.imdb.com/title/tt0363473/",6.7,23,12,2004,1.966666667,"English",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,2,1,3,3,7.22857142857143,"Medium",6.38,"Medium",6.37647058823529,"Medium",6.7,"Medium",6.7,"Medium",6.7,"Medium",6.56875,"Medium","English","Winter","EU"
"Germany","Fox Searchlight Pictures","Julia Chasman","Peter Boyle","Philip Kaufman","Joaquin Phoenix","Kate Winslet","Geoffrey Rush","Quills","tt0180073","http://www.imdb.com/title/tt0180073/",7.4,13.5,11,2000,2.066666667,"English",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,1,5,3,2,6.98571428571429,"Medium",7.42307692307692,"Medium",7.14166666666667,"Medium",7.525,"Medium",6.8,"Medium",7.4,"Medium",7.08787878787879,"Medium","English","Fall","EU"
"Germany","Columbia Pictures","Hal Lieberman","Nicolas De Toth","Jonathan Mostow","Claire Danes","Nick Stahl","Arnold Schwarzenegger","Terminator 3: Rise of the Machines","tt0181852","http://www.imdb.com/title/tt0181852/",6.4,200,7,2003,1.816666667,"English",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,14,0,1,6,6,3,3,6.26,"Medium",5.95,"Lower",6.81666666666667,"Medium",6.4,"Medium",6.62857142857143,"Medium",6.1,"Medium",6.61086956521739,"Medium","English","Summer","EU"
"Germany","Columbia Pictures Corporation","Wolfgang Petersen","Richard Francis-Bruce","Wolfgang Petersen","Glenn Close","Gary Oldman","Harrison Ford","Air Force One","tt0118571","http://www.imdb.com/title/tt0118571/",6.4,85,7,1997,2.066666667,"English",2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,1,4,3,2,3,6.875,"Medium",7.11176470588235,"Medium",6.58181818181818,"Medium",6.65714285714286,"Medium",6.73076923076923,"Medium",6.4,"Medium",6.71525423728814,"Medium","English","Summer","EU"
"Germany","New Line Cinema","Cornelia Funke","Martin Walsh","Iain Softley","Andy Serkis","Sienna Guillory","Brendan Fraser","Inkheart","tt0494238","http://www.imdb.com/title/tt0494238/",6.1,60,12,2008,1.766666667,"English",1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,3,2,3,3,6.09090909090909,"Medium",6.1,"Medium",7.225,"Medium",6.63333333333333,"Medium",6.02,"Medium",6.1,"Medium",6.4741935483871,"Medium","English","Winter","EU"
