"main_production_country","main_production_company","main_producer_name","editor_name","main_director_name","main_actor3_name","main_actor2_name","main_actor1_name","title","imdb_id","imdb_url","imdb_score","budget_in_millions","month_of_release","year_of_release","duration_in_hours","main_lang","total_number_languages","genre_action","genre_adventure","genre_animation","genre_biography","genre_comedy","genre_crime","genre_documentary","genre_drama","genre_family","genre_fantasy","genre_filmnoir","genre_history","genre_horror","genre_music","genre_musical","genre_mystery","genre_realitytv","genre_romance","genre_scifi","genre_shortfilm","genre_sport","genre_thriller","genre_war","genre_western","main_actor1_is_female","main_actor2_is_female","main_actor3_is_female","total_number_of_actors","main_director_is_female","total_number_of_directors","total_number_of_producers","total_number_of_production_companies","total_number_of_production_countries","genre_count","actor1_avg_score","actor1_tier","actor2_avg_score","actor2_tier","actor3_avg_score","actor3_tier","director_avg_score","director_tier","editor_avg_score","editor_tier","producer_avg_score","producer_tier","production_company_avg_score","production_company_tier","main_lang_category","seasons","Continent"
"Canada","Film Council","András Hámori","Chris Wyatt","Menno Meyjes","Leelee Sobieski","Noah Taylor","John Cusack","Max","tt0290210","http://www.imdb.com/title/tt0290210/",6.6,11,9,2002,1.766666667,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,1,1,10,3,2,6.75333333333333,"Medium",6.6,"Medium",6.2,"Medium",6.6,"Medium",6.75,"Medium",6.6,"Medium",6.6,"Medium","English","Fall","NA"
"Canada","Téléfilm Canada","Mehra Meh","John Sanders","Vincenzo Natali","David Hewlett","Nicky Guadagni","Nicole de Boer","Cube","tt0123755","http://www.imdb.com/title/tt0123755/",7.4,0.25,9,1997,1.5,"Deutsch",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,7,0,1,2,7,1,3,7.4,"Medium",7.4,"Medium",7.4,"Medium",6.7,"Medium",7.4,"Medium",7.4,"Medium",7.4,"Medium","Deutsch","Fall","NA"
"Canada","Lions Gate Films","Christian Halsey Solomon","Andrew Marcus","Mary Harron","Jared Leto","Willem Dafoe","Christian Bale","American Psycho","tt0144084","http://www.imdb.com/title/tt0144084/",7.6,7,4,2000,1.7,"English",3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,3,3,2,2,7.61875,"Medium",7.05,"Medium",7.2375,"Medium",7.6,"Medium",7.12,"Medium",6.45,"Medium",6.61578947368421,"Medium","English","Spring","NA"
"Canada","Paramount Pictures","Kathryn Bigelow","Walter Murch","Kathryn Bigelow","Peter Sarsgaard","Liam Neeson","Harrison Ford","K-19: The Widowmaker","tt0267626","http://www.imdb.com/title/tt0267626/",6.6,100,7,2002,2.3,"English",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,1,1,3,6,4,3,6.875,"Medium",6.89411764705882,"Medium",6.6125,"Medium",7.16666666666667,"Medium",6.98571428571429,"Medium",7.2,"Medium",6.84390243902439,"Medium","English","Summer","NA"
"Canada","DC Comics","Lorenzo di Bonaventura","none","Dean Parisot","Anthony Hopkins","Catherine Zeta-Jones","Bruce Willis","RED 2","tt1821694","http://www.imdb.com/title/tt1821694/",6.7,84,7,2013,1.933333333,"English",3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,0,1,2,4,3,3,6.67714285714286,"Medium",6.42307692307692,"Medium",6.98888888888889,"Medium",7,"Medium",6.3874109263658,"Medium",6.48333333333333,"Medium",6.92857142857143,"Medium","English","Summer","NA"
"Canada","Copperheart Entertainment","Karen Lee Hall","Brett Sullivan","John Fawcett","Kris Lemche","Katharine Isabelle","Emily Perkins","Ginger Snaps","tt0210070","http://www.imdb.com/title/tt0210070/",6.8,5,8,2000,1.8,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,1,2,1,2,2,6.8,"Medium",6.8,"Medium",6.8,"Medium",6.8,"Medium",6.35,"Medium",6.8,"Medium",6.8,"Medium","English","Summer","NA"
"Canada","Egg Pictures","Keith Gordon","Jeff Wishengrad","Keith Gordon","Paul Hipp","Jennifer Connelly","Billy Crudup","Waking the Dead","tt0127349","http://www.imdb.com/title/tt0127349/",6.8,8.5,3,2000,1.75,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,14,0,1,3,3,2,3,7.33333333333333,"Medium",7.15,"Medium",6.8,"Medium",6.8,"Medium",6.8,"Medium",6.8,"Medium",6.8,"Medium","English","Spring","NA"
"Canada","Universal Pictures","David Kirschner","David Wu","Ronny Yu","Brad Dourif","Jennifer Tilly","Ed Gale","Bride of Chucky","tt0144120","http://www.imdb.com/title/tt0144120/",5.3,25,10,1998,1.483333333,"English",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,0,1,2,2,2,3,5.3,"Lower",5.55,"Lower",5.46,"Lower",5.55,"Lower",5.3,"Lower",5.575,"Lower",6.59811320754717,"Medium","English","Fall","NA"
"Canada","Rainmaker Entertainment","Jonathan Shestack","Matt Landon","Callan Brunker","Ricky Gervais","Rob Corddry","Brendan Fraser","Escape from Planet Earth","tt0765446","http://www.imdb.com/title/tt0765446/",5.9,40,2,2013,1.483333333,"English",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,2,3,2,3,6.09090909090909,"Medium",6.2,"Medium",6.15,"Medium",5.9,"Lower",5.9,"Lower",6.55,"Medium",5.9,"Lower","English","Winter","NA"
"Canada","Paramount Pictures","Frank Mancuso Jr.","Bruce Green","Fred Walton","Lloyd Berry","Thomas F. Wilson","Deborah Foreman","April Fools Day","tt0090655","http://www.imdb.com/title/tt0090655/",6.2,5,3,1986,1.483333333,"English",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,0,1,1,3,2,3,6.2,"Medium",6.2,"Medium",6.2,"Medium",6.2,"Medium",6.11818181818182,"Medium",5.94,"Lower",6.84390243902439,"Medium","English","Spring","NA"
"Canada","Paramount Pictures","Leonard Goldberg","Mark Warner","Bruce Beresford","Bruce Greenwood","Ashley Judd","Tommy Lee Jones","Double Jeopardy","tt0150377","http://www.imdb.com/title/tt0150377/",6.3,70,9,1999,1.75,"English",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8,0,1,1,1,2,3,6.82,"Medium",6.15454545454545,"Medium",6.96666666666667,"Medium",6.83333333333333,"Medium",6.5,"Medium",6.15,"Medium",6.84390243902439,"Medium","English","Fall","NA"
"Canada","River Road Entertainment","Diana Ossana","Geraldine Peroni","Ang Lee","Randy Quaid","Jake Gyllenhaal","Heath Ledger","Brokeback Mountain","tt0388795","http://www.imdb.com/title/tt0388795/",7.7,14,9,2005,2.233333333,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,1,2,4,2,2,7.1375,"Medium",7.13333333333333,"Medium",6.575,"Medium",7.34,"Medium",7.7,"Medium",7.7,"Medium",6.975,"Medium","English","Fall","NA"
"Canada","Alliance Films","Niv Fichman","Matthew Hannam","Brandon Cronenberg","Malcolm McDowell","Sarah Gadon","Caleb Landry Jones","Antiviral","tt2099556","http://www.imdb.com/title/tt2099556/",5.6,2.4,9,2012,1.833333333,"English",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,32,0,1,1,3,1,3,5.6,"Lower",5.6,"Lower",6.525,"Medium",5.6,"Lower",5.6,"Lower",5.85,"Lower",6.5,"Medium","English","Fall","NA"
"Canada","Canadian Film Development Corporation (CFDC)","Claude Héroux","Ronald Sanders","David Cronenberg","Michael Ironside","Jennifer ONeill","Stephen Lack","Scanners","tt0081455","http://www.imdb.com/title/tt0081455/",6.8,4.1,1,1981,1.716666667,"English",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,0,1,1,3,1,2,6.8,"Medium",6.8,"Medium",6.05,"Medium",6.9625,"Medium",6.95,"Medium",7,"Medium",6.7,"Medium","English","Winter","NA"
"Canada","Lionsgate","Gale Anne Hurd","William Yeh","Lexi Alexander","Julie Benz","Dominic West","Ray Stevenson","Punisher: War Zone","tt0450314","http://www.imdb.com/title/tt0450314/",6,20.5,12,2008,1.7,"Pусский",2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,1,1,6,3,3,6,"Medium",6.65,"Medium",6,"Medium",6,"Medium",5.2,"Lower",6.44285714285714,"Medium",6.56875,"Medium","Others","Winter","NA"
"Canada","StudioCanal","Joel Silver","Martin Hunter","Dominic Sena","Tom Skerritt","Gabriel Macht","Kate Beckinsale","Whiteout","tt0365929","http://www.imdb.com/title/tt0365929/",5.5,40,9,2009,1.683333333,"English",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17,0,1,3,8,3,3,6.59333333333333,"Medium",5.8,"Lower",7.23333333333333,"Medium",6.275,"Medium",6.65,"Medium",6.57692307692308,"Medium",6.48888888888889,"Medium","English","Fall","NA"
"Canada","Gaylord Films","Ilyssa Goodman","Cara Silverman","Mark Rosman","Chad Michael Murray","Jennifer Coolidge","Hilary Duff","A Cinderella Story","tt0356470","http://www.imdb.com/title/tt0356470/",5.8,19,7,2004,1.583333333,"Český",3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,67,0,1,4,4,2,3,5.8,"Lower",6,"Medium",5.8,"Lower",5.9,"Lower",6.3,"Medium",5.8,"Lower",6.1,"Medium","Others","Summer","NA"
"Canada","The Mark Gordon Company","Mark Gordon","Paul Hirsch","Duncan Jones","Vera Farmiga","Michelle Monaghan","Jake Gyllenhaal","Source Code","tt0945513","http://www.imdb.com/title/tt0945513/",7.5,32,3,2011,1.55,"English",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,24,0,1,3,2,2,3,7.13333333333333,"Medium",6.9875,"Medium",7.25,"Medium",7.75,"Medium",6.52142857142857,"Medium",7,"Medium",7.5,"Medium","English","Spring","NA"
"Canada","Lions Gate Films","Blake Corbet","Roger Mattiussi","Andrew Currie","Dylan Baker","Carrie-Anne Moss","Billy Connolly","Fido","tt0457572","http://www.imdb.com/title/tt0457572/",6.8,8,9,2006,1.516666667,"English",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,1,2,3,1,3,6.8,"Medium",6.96363636363636,"Medium",6.8,"Medium",6.8,"Medium",6.8,"Medium",6.8,"Medium",6.61578947368421,"Medium","English","Fall","NA"
"Canada","Calder Road Film","Brent Barclay","none","Paul Fox","Gordon Currie","Aidan Devine","Kate Greenhouse","The Dark Hours","tt0402249","http://www.imdb.com/title/tt0402249/",6.1,0.5,3,2005,1.333333333,"English",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,1,1,1,1,2,6.1,"Medium",6.1,"Medium",6.1,"Medium",6.1,"Medium",6.3874109263658,"Medium",6.1,"Medium",6.1,"Medium","English","Spring","NA"
"Canada","Kopelson Entertainment","Arnold Kopelson","Michael Tronick","Chuck Russell","Vanessa Williams","James Caan","Arnold Schwarzenegger","Eraser","tt0116213","http://www.imdb.com/title/tt0116213/",6,100,6,1996,1.916666667,"English",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,0,1,2,2,2,3,6.26,"Medium",6.71,"Medium",6,"Medium",6.22,"Medium",6.43333333333333,"Medium",6.6,"Medium",6.35,"Medium","English","Summer","NA"
"Canada","Gaumont","Guillermo del Toro","none","Vincenzo Natali","Delphine Chanéac","Sarah Polley","Adrien Brody","Splice","tt1017460","http://www.imdb.com/title/tt1017460/",5.8,26,10,2009,1.733333333,"English",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,8,0,1,3,4,3,2,7.08888888888889,"Medium",6.65,"Medium",5.8,"Lower",6.7,"Medium",6.3874109263658,"Medium",6.45,"Medium",6.37142857142857,"Medium","English","Fall","NA"
"Canada","Capitol Films","David Faigenblum","Julie Monroe","Mark Mylod","Tim Blake Nelson","Holly Hunter","Robin Williams","The Big White","tt0402850","http://www.imdb.com/title/tt0402850/",6.5,18,10,2005,1.666666667,"English",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,4,4,4,3,6.72105263157895,"Medium",6.78888888888889,"Medium",6.66666666666667,"Medium",6.25,"Medium",6.1,"Medium",6.5,"Medium",6.35,"Medium","English","Fall","NA"
"Canada","Ingenious Film Partners","Avi Arad","Mark Goldblatt","Brett Ratner","Ian McKellen","Halle Berry","Hugh Jackman","X-Men: The Last Stand","tt0376994","http://www.imdb.com/title/tt0376994/",6.8,210,5,2006,1.733333333,"English",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,32,0,1,3,11,3,3,7.00769230769231,"Medium",6.18461538461538,"Medium",7.66666666666667,"Medium",6.65,"Medium",6.79285714285714,"Medium",6.82,"Medium",6.75882352941176,"Medium","English","Spring","NA"
"Canada","Paramount Pictures","Michelle Grace","John Gilroy","Joe Carnahan","Chi McBride","Ray Liotta","Jason Patric","Narc","tt0272207","http://www.imdb.com/title/tt0272207/",7.3,6.5,1,2002,1.75,"English",3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,4,3,2,3,6.96666666666667,"Medium",6.92222222222222,"Medium",6.65,"Medium",6.9,"Medium",6.875,"Medium",7.3,"Medium",6.84390243902439,"Medium","English","Winter","NA"
"Canada","Paramount Pictures","Sean Daniel","Tom Lewis","Jerry Zucker","Whoopi Goldberg","Seth Green","Cuba Gooding Jr.","Rat Race","tt0250687","http://www.imdb.com/title/tt0250687/",6.4,48,7,2001,1.866666667,"English",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,1,3,3,2,2,6.6875,"Medium",6.075,"Medium",6.15714285714286,"Medium",6.4,"Medium",6.16666666666667,"Medium",6.41428571428571,"Medium",6.84390243902439,"Medium","English","Summer","NA"
"Canada","Universal Pictures","Marc Platt","Peter Teschner","Harry Elfont","Tara Reid","Rosario Dawson","Rachael Leigh Cook","Josie and the Pussycats","tt0236348","http://www.imdb.com/title/tt0236348/",5.3,22,4,2001,1.633333333,"English",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,11,0,2,1,4,2,2,5.55,"Lower",6.72857142857143,"Medium",5,"Lower",5.9,"Lower",5.41666666666667,"Lower",5.86666666666667,"Lower",6.59811320754717,"Medium","English","Spring","NA"
"Canada","Infinity Features Entertainment","none","none","Terry Gilliam","Johnny Depp","Heath Ledger","Christopher Plummer","The Imaginarium of Doctor Parnassus","tt1054606","http://www.imdb.com/title/tt1054606/",6.9,30,10,2009,2.05,"English",3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,12,3,3,7.02142857142857,"Medium",7.1375,"Medium",7.05,"Medium",7.18333333333333,"Medium",6.3874109263658,"Medium",6.42327868852459,"Medium",6.9,"Medium","English","Fall","NA"
"Canada","Belstar Productions","none","Yves Langlois","Jean-Jacques Annaud","Nicholas Kadi","Ron Perlman","Everett McGill","La Guerre du feu","tt0082484","http://www.imdb.com/title/tt0082484/",7.4,12,12,1981,1.666666667,"No Language",1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,2,3,3,6.5,"Medium",7,"Medium",7.4,"Medium",7.6,"Medium",6.9,"Medium",6.42327868852459,"Medium",7.4,"Medium","No Language","Winter","NA"
"Canada","Twentieth Century Fox Film Corporation","Chris Carter","Stephen Mark","Rob Bowman","Mitch Pileggi","Gillian Anderson","David Duchovny","The X Files","tt0120902","http://www.imdb.com/title/tt0120902/",6.9,66,6,1998,2.016666667,"English",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,46,0,1,2,2,2,3,6.13333333333333,"Medium",6.36666666666667,"Medium",6.1,"Medium",6.55,"Medium",6.9,"Medium",6.4,"Medium",6.58223684210526,"Medium","English","Summer","NA"
"Canada","Original Film","Gina Matthews","Jay Cassidy","Jamie Blanks","Rebecca Gayheart","Jared Leto","Alicia Witt","Urban Legend","tt0146336","http://www.imdb.com/title/tt0146336/",5.4,14,9,1998,1.65,"English",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,26,0,1,3,4,3,3,5.76666666666667,"Lower",7.2375,"Medium",5.4,"Lower",5.4,"Lower",6.94285714285714,"Medium",5.4,"Lower",6.02,"Medium","English","Fall","NA"
"Canada","Lionsgate","Mark Burg","none","Kevin Greutert","Betsy Russell","Costas Mandylor","Tobin Bell","Saw 3D","tt1477076","http://www.imdb.com/title/tt1477076/",5.6,20,10,2010,1.5,"English",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,2,3,2,1,6.01666666666667,"Medium",5.825,"Lower",5.8,"Lower",5.8,"Lower",6.3874109263658,"Medium",6.46666666666667,"Medium",6.56875,"Medium","English","Fall","NA"
"Canada","Dark Castle Entertainment","Joel Silver","Timothy Alverson","Jaume Collet-Serra","Isabelle Fuhrman","Peter Sarsgaard","Vera Farmiga","Orphan","tt1148204","http://www.imdb.com/title/tt1148204/",7,20,7,2009,2.05,"English",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,24,0,1,14,4,4,2,7.25,"Medium",6.6125,"Medium",7,"Medium",6.44,"Medium",6.225,"Medium",6.57692307692308,"Medium",5.675,"Lower","English","Summer","NA"
"Canada","none","none","none","Charles Binamé","Rémy Girard","Michel Barrette","Roy Dupuis","Maurice Richard","tt0460505","http://www.imdb.com/title/tt0460505/",7.7,8,10,2005,2.066666667,"English",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,1,3,7.05,"Medium",7.7,"Medium",7.7,"Medium",7.7,"Medium",6.3874109263658,"Medium",6.42327868852459,"Medium",6.48148148148148,"Medium","English","Fall","NA"
"China","Studio Babelsberg","Henning Molfenter","Claire Simpson","Fernando Meirelles","Danny Huston","Rachel Weisz","Ralph Fiennes","The Constant Gardener","tt0387131","http://www.imdb.com/title/tt0387131/",7.5,25,8,2005,2.15,"Deutsch",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20,0,1,4,7,4,3,6.99333333333333,"Medium",6.84166666666667,"Medium",6.7,"Medium",8.1,"Top",6.78333333333333,"Medium",7.5,"Medium",6.94285714285714,"Medium","Deutsch","Summer","AS"
"China","Paramount Pictures","Tom Cruise","Maryann Brandon","J.J. Abrams","Ving Rhames","Philip Seymour Hoffman","Tom Cruise","Mission: Impossible III","tt0317919","http://www.imdb.com/title/tt0317919/",6.8,150,5,2006,2.1,"Deutsch",6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,1,2,7,3,3,6.948,"Medium",7.2375,"Medium",6.3,"Medium",7.475,"Medium",7.56666666666667,"Medium",6.975,"Medium",6.84390243902439,"Medium","Deutsch","Spring","AS"
"China","Warner Bros.","Spike Jonze","Jeff Buchanan","Spike Jonze","Rooney Mara","Scarlett Johansson","Joaquin Phoenix","Her","tt1798709","http://www.imdb.com/title/tt1798709/",8.3,23,12,2013,2.1,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,37,0,1,3,2,2,3,7.14166666666667,"Medium",7.03846153846154,"Medium",7.76666666666667,"Medium",7.675,"Medium",8.3,"Top",7.75,"Medium",6.91,"Medium","English","Winter","AS"
"China","Marvel Studios","Kevin Feige","Jeffrey Ford","Shane Black","Don Cheadle","Gwyneth Paltrow","Robert Downey Jr.","Iron Man 3","tt1300854","http://www.imdb.com/title/tt1300854/",7.4,200,4,2013,2.166666667,"English",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107,0,1,1,1,2,3,6.96666666666667,"Medium",6.89375,"Medium",6.96666666666667,"Medium",7.55,"Medium",7.0375,"Medium",7.3625,"Medium",7.38571428571429,"Medium","English","Spring","AS"
"China","DreamWorks SKG","William Horberg","Matt Chesse","Marc Forster","Shaun Toub","Atossa Leoni","Khalid Abdalla","The Kite Runner","tt0419887","http://www.imdb.com/title/tt0419887/",7.6,20,10,2007,2.133333333,"English",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,3,10,2,1,7.6,"Medium",7.6,"Medium",7.6,"Medium",7.225,"Medium",7.375,"Medium",7.375,"Medium",6.88,"Medium","English","Fall","AS"
"China","Columbia Pictures","Jada Pinkett Smith","Joel Negron","Harald Zwart","Taraji P. Henson","Jackie Chan","Jaden Smith","The Karate Kid","tt1155076","http://www.imdb.com/title/tt1155076/",6.2,40,6,2010,2.333333333,"普通话",2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,1,5,4,2,3,7.05,"Medium",6.52857142857143,"Medium",6.2,"Medium",6.1,"Medium",6.42,"Medium",6.2,"Medium",6.61086956521739,"Medium","Others","Summer","AS"
"China","Endgame Entertainment","James D. Stern","Bob Ducsay","Rian Johnson","Emily Blunt","Bruce Willis","Joseph Gordon-Levitt","Looper","tt1276104","http://www.imdb.com/title/tt1276104/",7.5,30,9,2012,1.966666667,"English",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,34,0,1,2,4,2,3,7.17,"Medium",6.67714285714286,"Medium",6.75555555555556,"Medium",7.3,"Medium",6.42857142857143,"Medium",7.5,"Medium",6.23333333333333,"Medium","English","Fall","AS"
"China","Block 2 Pictures","Stéphane Kooshmanian","William Chang","Wong Kar-wai","Natalie Portman","Jude Law","Norah Jones","My Blueberry Nights","tt0765120","http://www.imdb.com/title/tt0765120/",6.7,10,5,2007,1.85,"English",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,14,0,1,5,4,3,2,6.7,"Medium",7.01333333333333,"Medium",7.23125,"Medium",6.7,"Medium",6.7,"Medium",6.7,"Medium",6.7,"Medium","English","Spring","AS"
"Croatia","Jadran Film","none","none","Veljko Bulajić","Curd Jürgens","Yul Brynner","Orson Welles","Bitka na Neretvi","tt0064091","http://www.imdb.com/title/tt0064091/",7.3,12,10,1969,2.416666667,"Bosanski",6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,1,0,7,6,2,7.6,"Medium",7.625,"Medium",7.3,"Medium",7.3,"Medium",6.3874109263658,"Medium",6.42327868852459,"Medium",7.3,"Medium","Others","Fall","EU"
"Czech Republic","Walt Disney","Andrew Adamson","Sim Evan-Jones","Andrew Adamson","Anna Popplewell","William Moseley","Ben Barnes","The Chronicles of Narnia: Prince Caspian","tt0499448","http://www.imdb.com/title/tt0499448/",6.6,225,5,2008,2.5,"English",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,3,7,4,3,6.6,"Medium",6.75,"Medium",6.75,"Medium",7.175,"Medium",6.94,"Medium",6.6,"Medium",6.83333333333333,"Medium","English","Spring","EU"
"Czech Republic","Nouvelles Éditions de Films (NEF)","Bernd Eichinger","Alexander Berner","Uli Edel","Johanna Wokalek","Moritz Bleibtreu","Martina Gedeck","Der Baader Meinhof Komplex","tt0765432","http://www.imdb.com/title/tt0765432/",7.4,27,9,2008,2.5,"English",4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,42,0,1,1,8,3,3,7.4,"Medium",7.6,"Medium",7.4,"Medium",7.4,"Medium",6.78333333333333,"Medium",7.33333333333333,"Medium",7.4,"Medium","English","Fall","EU"
"Czech Republic","Twentieth Century Fox Film Corporation","Jane Hamsher","George Bowers","Albert Hughes","Ian Holm","Heather Graham","Johnny Depp","From Hell","tt0120681","http://www.imdb.com/title/tt0120681/",6.9,35,10,2001,2.033333333,"English",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,26,0,2,2,2,2,3,7.05,"Medium",6.08,"Medium",7.4,"Medium",7.1,"Medium",6.45,"Medium",6.96666666666667,"Medium",6.58223684210526,"Medium","English","Fall","EU"
"Czech Republic","Twentieth Century Fox Film Corporation","Trevor Albert","Paul Rubell","Stephen Norrington","Shane West","Peta Wilson","Sean Connery","The League of Extraordinary Gentlemen","tt0311429","http://www.imdb.com/title/tt0311429/",5.8,78,7,2003,1.833333333,"English",3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,1,2,5,4,3,6.805,"Medium",5.8,"Lower",6.6,"Medium",6.45,"Medium",6.85,"Medium",6.95,"Medium",6.58223684210526,"Medium","English","Summer","EU"
"Czech Republic","Di Bonaventura Pictures","Lorenzo di Bonaventura","Derek Brechin","Andrzej Bartkowiak","Rosamund Pike","Karl Urban","Dwayne Johnson","Doom","tt0419706","http://www.imdb.com/title/tt0419706/",5.2,60,10,2005,1.75,"日本語",2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,1,2,7,4,3,6.1,"Medium",6.14,"Medium",6.48,"Medium",5.22,"Lower",5.6,"Lower",6.48333333333333,"Medium",6.23333333333333,"Medium","Others","Fall","EU"
"Czech Republic","Det Danske Filminstitut","Stefan Schubert","Søren B. Ebbe","Ole Christian Madsen","Stine Stengade","Mads Mikkelsen","Thure Lindhardt","Flammen & Citronen","tt0920458","http://www.imdb.com/title/tt0920458/",7.3,6.5,3,2008,2.166666667,"Dansk",2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44,0,1,7,25,7,3,7.3,"Medium",7.2,"Medium",7.3,"Medium",7.3,"Medium",7.3,"Medium",7.3,"Medium",7.55,"Medium","Others","Spring","EU"
