"name","avg_score","n","tier","role"
"MTV Films",6.1,1,"Medium","Production Company"
"Muse Productions",6.8,1,"Medium","Production Company"
"Myriad Pictures",5.2,1,"Lower","Production Company"
"NBC",6.2,1,"Medium","Production Company"
"Neal Street Productions",7.1,1,"Medium","Production Company"
"Neo Art & Logic",4.9,1,"Lower","Production Company"
"New Amsterdam Entertainment",7.4,1,"Medium","Production Company"
"New Artists Alliance",4.4,1,"Lower","Production Company"
"New Line Cinema",6.4741935483871,93,"Medium","Production Company"
"New Oz Productions",6.3,1,"Medium","Production Company"
"New South Wales Film & Television Office",7.3,2,"Medium","Production Company"
"New World Pictures",5.7,5,"Lower","Production Company"
"Newmarket Films",7.3,1,"Medium","Production Company"
"Next Wednesday Productions",7.8,1,"Medium","Production Company"
"Nickelodeon Movies",5.9,2,"Lower","Production Company"
"Night and Day Pictures",7.1,1,"Medium","Production Company"
"Nina Saxon Film Design",7.4,1,"Medium","Production Company"
"none",6.48148148148148,27,"Medium","Production Company"
"Norma Productions",7.8,1,"Medium","Production Company"
"North by Northwest Entertainment",5.6,2,"Lower","Production Company"
"Nouvelles Éditions de Films (NEF)",7.4,1,"Medium","Production Company"
"NPV Entertainment",5.5,1,"Lower","Production Company"
"Nu Image Films",6.6,6,"Medium","Production Company"
"O Entertainment",6.2,1,"Medium","Production Company"
"O2 Filmes",8.7,1,"Top","Production Company"
"Oceana Media Finance",7.2,1,"Medium","Production Company"
"October Films",6.9,2,"Medium","Production Company"
"Odd Lot Entertainment",4.9,1,"Lower","Production Company"
"Odyssey Entertainment",7.4,1,"Medium","Production Company"
"Olympus Pictures",7,1,"Medium","Production Company"
"One Race Films",6.7,1,"Medium","Production Company"
"One Race Productions",6.4,1,"Medium","Production Company"
"Onyx Films",6.4,1,"Medium","Production Company"
"Oops Doughnuts Productions",5.8,1,"Lower","Production Company"
"Open Road Films",5.9,1,"Lower","Production Company"
"Original Film",6.02,5,"Medium","Production Company"
"Orion Pictures",6.96818181818182,22,"Medium","Production Company"
"Orsay Films",7.9,1,"Medium","Production Company"
"Oscilloscope Laboratories",7.2,1,"Medium","Production Company"
"Overbrook Films",6.4,1,"Medium","Production Company"
"Overseas FilmGroup",6.9,1,"Medium","Production Company"
"Ozla Productions",5.9,1,"Lower","Production Company"
"P-R Productions Picture",7.1,1,"Medium","Production Company"
"Pacific Data Images (PDI)",6.8,1,"Medium","Production Company"
"Palace Pictures",6.8,1,"Medium","Production Company"
"Palomar Pictures",7.3,1,"Medium","Production Company"
"Pan Européenne Production",7.9,1,"Medium","Production Company"
"Pandora Cinema",8.1,1,"Top","Production Company"
"Panfilm",5.9,1,"Lower","Production Company"
"Pantry Films",7.5,1,"Medium","Production Company"
"Parabolic Pictures",5.6,1,"Lower","Production Company"
"Paramount",7.35,2,"Medium","Production Company"
"Paramount Pictures",6.84390243902439,205,"Medium","Production Company"
"Paramount Pictures Corporation",7.7,1,"Medium","Production Company"
"Paramount Vantage",7.5,5,"Medium","Production Company"
"Pariah Entertainment Group",6.5,1,"Medium","Production Company"
"Parkwood Entertainment",6.9,1,"Medium","Production Company"
"Participant Media",7.3,1,"Medium","Production Company"
"Parts and Labor",7.2,1,"Medium","Production Company"
"Patalex IV Productions Limited",7.6,1,"Medium","Production Company"
"Pathé Distribution",5.7,1,"Lower","Production Company"
"Pathé Entertainment",6.1,1,"Medium","Production Company"
"Pathé Pictures International",6.4,1,"Medium","Production Company"
"Pathe Productions",5.3,1,"Lower","Production Company"
"Peninsula Films",7.2,1,"Medium","Production Company"
"Penn Station Entertainment",6.6,1,"Medium","Production Company"
"Perdido Productions",7.4,1,"Medium","Production Company"
"PFH Entertainment",5.2,1,"Lower","Production Company"
"Phoenix Pictures",5.9,1,"Lower","Production Company"
"Pictures in Paradise",5.2,1,"Lower","Production Company"
"Pixar Animation Studios",7.9,1,"Medium","Production Company"
"Plan B Entertainment",7.2,5,"Medium","Production Company"
"Planet Productions",4.2,1,"Lower","Production Company"
"Platinum Dunes",5.9,1,"Lower","Production Company"
"Playfilm Productions",8.1,1,"Top","Production Company"
"Playtone",6.5,1,"Medium","Production Company"
"Polish Brothers Construction",6.3,1,"Medium","Production Company"
"Polish Film Institute",7.3,1,"Medium","Production Company"
"PolyGram Filmed Entertainment",7.22857142857143,7,"Medium","Production Company"
"Ponti-De Laurentiis Cinematografica",6.8,1,"Medium","Production Company"
"Populist Pictures",6.3,1,"Medium","Production Company"
"Porchlight Films",7.3,1,"Medium","Production Company"
"Prescience Film Fund",6.5,1,"Medium","Production Company"
"Pressman-Williams",7,1,"Medium","Production Company"
"Primate Pictures",6.1,1,"Medium","Production Company"
"Producciones Anhelo",7.5,1,"Medium","Production Company"
"Producers Sales Organization",7.4,1,"Medium","Production Company"
"Progeny Films Inc.",4.7,1,"Lower","Production Company"
"Propaganda Films",6.9,3,"Medium","Production Company"
"Proscenium Films",7.7,1,"Medium","Production Company"
"PSO International",6.2,1,"Medium","Production Company"
"Punch 21 Productions",5.3,1,"Lower","Production Company"
"Punch Productions",6,1,"Medium","Production Company"
"Q Productions",6.6,1,"Medium","Production Company"
"Quad Productions",6.8,1,"Medium","Production Company"
"Quadra Entertainment",5.3,1,"Lower","Production Company"
"Quincy Jones-David Salzman Entertainment",2.7,1,"Poor","Production Company"
"R.P. Productions",6.9,1,"Medium","Production Company"
"Rai Cinema",7.2,1,"Medium","Production Company"
"Rainmaker Entertainment",5.9,1,"Lower","Production Company"
"Ram Bergman Productions",6.2,1,"Medium","Production Company"
"Rastar Pictures",7.3,1,"Medium","Production Company"
"Recorded Picture Company (RPC)",6.6,1,"Medium","Production Company"
"Red Chillies Entertainment",6.35,2,"Medium","Production Company"
"Red Om Films",4.9,1,"Lower","Production Company"
"Redeemable Features",5.7,1,"Lower","Production Company"
"Regency Enterprises",6.59310344827586,29,"Medium","Production Company"
"Reiner / Greisman Productions",7.7,1,"Medium","Production Company"
"Relativity Media",5.86,5,"Lower","Production Company"
"Renaissance Films",7.5,1,"Medium","Production Company"
"Republic Pictures (I)",7.2,1,"Medium","Production Company"
"Revelations Entertainment",6.05,2,"Medium","Production Company"
"Revolution Studios",5.98333333333333,6,"Lower","Production Company"
"Rhino Films",7.3,1,"Medium","Production Company"
"Rhombus Media",6.1,1,"Medium","Production Company"
"Rich Animation Studios",6.4,1,"Medium","Production Company"
"Richmond Productions",6.8,1,"Medium","Production Company"
"Rifkin-Eberts",6,1,"Medium","Production Company"
"Rising Star",6.3,2,"Medium","Production Company"
"River Road Entertainment",6.975,4,"Medium","Production Company"
"RKO Radio Pictures",7.69090909090909,11,"Medium","Production Company"
"Rogue Pictures",5.74,10,"Lower","Production Company"
"Rollins-Joffe Productions",7.3,1,"Medium","Production Company"
"Rome Paris Films",7.75,2,"Medium","Production Company"
"Royal Avenue Chelsea",7.1,1,"Medium","Production Company"
"Samuel Goldwyn",7.3,1,"Medium","Production Company"
"Samuel Goldwyn Company, The",7.8,2,"Medium","Production Company"
"Samuel Goldwyn Films",7.1,1,"Medium","Production Company"
"Saturn Films",6.525,4,"Medium","Production Company"
"Savoy Pictures",6.6,1,"Medium","Production Company"
"SBK Pictures",7.1,1,"Medium","Production Company"
"Scorsese Productions",7.5,1,"Medium","Production Company"
"Scott Free Productions",6.4,3,"Medium","Production Company"
"Scott Rudin Productions",7.26666666666667,3,"Medium","Production Company"
"Screen Gems",5.61666666666667,6,"Lower","Production Company"
"SE8 Group",7.4,1,"Medium","Production Company"
"Section Eight",6.95,4,"Medium","Production Company"
"Seda Spettacoli",7.2,1,"Medium","Production Company"
"Selznick International Pictures",8,2,"Top","Production Company"
"Serendipity Point Films",6.6,1,"Medium","Production Company"
"Seven Arts Productions",7.575,4,"Medium","Production Company"
"Shadowlands Productions",7.5,1,"Medium","Production Company"
"Shamley Productions",8.6,1,"Top","Production Company"
"Shangri-La Entertainment",5.6,2,"Lower","Production Company"
"Shaw Brothers",8.3,1,"Top","Production Company"
"Sherwood Schwartz Productions",6.1,1,"Medium","Production Company"
"Shoreline Entertainment",6.7,1,"Medium","Production Company"
"Shree Ashtavinayak Cinevision Ltd",8,1,"Top","Production Company"
"Sidney Kimmel Entertainment",7.06666666666667,6,"Medium","Production Company"
"Signature Pictures",7.3,1,"Medium","Production Company"
"Silent Hill DCP Inc.",6.6,1,"Medium","Production Company"
"Silver Pictures",6.59230769230769,13,"Medium","Production Company"
"Silver Screen Partners",7,1,"Medium","Production Company"
"Silver Screen Partners II",6.7,1,"Medium","Production Company"
"SLM Production Group",7.13333333333333,3,"Medium","Production Company"
"Smokewood Entertainment Group",7.4,1,"Medium","Production Company"
"SND",6.2,1,"Medium","Production Company"
"Sofica Europacorp",6.5,1,"Medium","Production Company"
"Solar Productions",7.8,2,"Medium","Production Company"
"Solaris Film",8.3,1,"Top","Production Company"
"Sony Pictures",6.8,3,"Medium","Production Company"
"Sony Pictures Classics",7.15,6,"Medium","Production Company"
"South Pacific Pictures",6.9,2,"Medium","Production Company"
"Spinal Tap Prod.",8,1,"Top","Production Company"
"Spitfire Productions",7,1,"Medium","Production Company"
"Spring Creek Productions",6.75,2,"Medium","Production Company"
"Spyglass Entertainment",6.46153846153846,13,"Medium","Production Company"
"Stampede Entertainment",5.3,1,"Lower","Production Company"
"Stanley Kramer Productions",8,1,"Top","Production Company"
"Stanley Kubrick Productions",8.35,2,"Top","Production Company"
"Starz Animation",6,1,"Medium","Production Company"
"Starz Media",4.6,1,"Lower","Production Company"
"Steamroller Productions",5.8,1,"Lower","Production Company"
"Strike Entertainment",5.6,1,"Lower","Production Company"
"Stuber Productions",5.7,1,"Lower","Production Company"
"Studio Babelsberg",6.94285714285714,7,"Medium","Production Company"
"Studio Canal",4.2,1,"Lower","Production Company"
"StudioCanal",6.48888888888889,9,"Medium","Production Company"
"Summit Entertainment",6.49130434782609,23,"Medium","Production Company"
"Summit Entertainment, LLC",6.6,1,"Medium","Production Company"
"Sunswept Entertainment",7.1,1,"Medium","Production Company"
"Super Crispy Entertainment",6.8,1,"Medium","Production Company"
"Surreel",5.8,1,"Lower","Production Company"
"Svenska Filminstitutet",7.6,1,"Medium","Production Company"
"T.H.E. Films",6.5,1,"Medium","Production Company"
"TAFT Entertainment Pictures",5.9,1,"Lower","Production Company"
"Tapestry Films",5.95,2,"Lower","Production Company"
"Tatira-Hiller Productions",7.9,1,"Medium","Production Company"
"Telecinco Cinema",7.7,1,"Medium","Production Company"
"Téléfilm Canada",7.4,1,"Medium","Production Company"
"Televisión Española (TVE)",6.4,2,"Medium","Production Company"
"Tessalit Productions",7.1,1,"Medium","Production Company"
"TF1 Films Production",6.55,2,"Medium","Production Company"
"TF1 Films Productions",6.65,2,"Medium","Production Company"
"The Archers",8,1,"Top","Production Company"
"The Asylum",3.3,1,"Poor","Production Company"
"The Australian Film Commission",7.6,1,"Medium","Production Company"
"The Caddo Company",7.9,1,"Medium","Production Company"
"The Harvey Boys",6.2,1,"Medium","Production Company"
"The Javelina Film Company",7.5,1,"Medium","Production Company"
"The Kushner-Locke Company",6.9,1,"Medium","Production Company"
"The Ladd Company",6.6,1,"Medium","Production Company"
"The Mark Gordon Company",7.5,1,"Medium","Production Company"
"The Mirisch Corporation",7.425,4,"Medium","Production Company"
"The Montecito Picture Company",7.1,1,"Medium","Production Company"
"The Mount Company",6.9,1,"Medium","Production Company"
"The Movie Network (TMN)",6.4,1,"Medium","Production Company"
"The Rank Organisation",6.9,2,"Medium","Production Company"
"The Safran Company",5.2,1,"Lower","Production Company"
"The Saul Zaentz Company",7.4,1,"Medium","Production Company"
"The Selznik Studio",6.9,1,"Medium","Production Company"
"The Weinstein Company",6.77647058823529,17,"Medium","Production Company"
"The Zanuck Company",6.575,4,"Medium","Production Company"
"This Is That Productions",7.3,2,"Medium","Production Company"
"Thomas Coleman and Michael Rosenblatt Productions",6.4,1,"Medium","Production Company"
"Thousand Words",7.1,1,"Medium","Production Company"
"Tig Productions",7.08,5,"Medium","Production Company"
"Tiger Aspect Productions",6.2,1,"Medium","Production Company"
"Tiger Moth Productions",7.4,1,"Medium","Production Company"
"Tim Burton Productions",6.3,1,"Medium","Production Company"
"Tips Industries",5.1,1,"Lower","Production Company"
"Titanus",6.9,1,"Medium","Production Company"
"TLA Releasing",7.05,2,"Medium","Production Company"
"Tobis",6.8,1,"Medium","Production Company"
"Todman, Simon, LeMasters Productions",4.7,1,"Lower","Production Company"
"Tollin/Robbins Productions",4.9,1,"Lower","Production Company"
"Tonic Films",4.3,1,"Lower","Production Company"
"Touchstone Pictures",6.52666666666667,30,"Medium","Production Company"
"Touchwood Pacific Partners 1",6.25,2,"Medium","Production Company"
"Trans Pacific Films",5.1,1,"Lower","Production Company"
"Trans-Film",4.2,1,"Lower","Production Company"
"Transatlantic Pictures",8.1,1,"Top","Production Company"
"Transcona Enterprises",7.9,1,"Medium","Production Company"
"Tree Line Films",7.33333333333333,3,"Medium","Production Company"
"Triangle Film Corporation",8,1,"Top","Production Company"
"Trilogy Entertainment Group",5.1,1,"Lower","Production Company"
"Trimark Pictures",4.7,3,"Lower","Production Company"
"TriStar Pictures",6.5780487804878,41,"Medium","Production Company"
"Truth and Soul Pictures Inc",7.5,1,"Medium","Production Company"
"Twentieth Century Fox Film Corporation",6.58223684210526,152,"Medium","Production Company"
"Twentieth Century-Fox Productions",7,1,"Medium","Production Company"
"Two Cities Films",7.9,1,"Medium","Production Company"
"Two Ton Films",7.4,1,"Medium","Production Company"
"Type A Films",4.5,1,"Lower","Production Company"
"uFilm",6,2,"Medium","Production Company"
"UK Film Council",6.5,5,"Medium","Production Company"
"Ultra Films",5.2,1,"Lower","Production Company"
"United Artists",7.22923076923077,65,"Medium","Production Company"
"Universal International Pictures (UI)",7.23333333333333,3,"Medium","Production Company"
"Universal Pictures",6.59811320754717,212,"Medium","Production Company"
"Universal Pictures Corporation",6.8,1,"Medium","Production Company"
"Universal Pictures International (UPI)",5.4,1,"Lower","Production Company"
"Universal Studios",7.08333333333333,6,"Medium","Production Company"
"Universal TV",7.7,1,"Medium","Production Company"
"USA Films",7.3,1,"Medium","Production Company"
"UTV Motion Pictures",7.7,4,"Medium","Production Company"
"V.I.P. Films",7.6,1,"Medium","Production Company"
"VAE Productions",6,1,"Medium","Production Company"
"Vallelonga Productions",5,1,"Lower","Production Company"
"Vertigo Entertainment",6.18571428571429,7,"Medium","Production Company"
"Vestron Pictures",6.4,1,"Medium","Production Company"
"Viacom 18 Motion Pictures",5.5,1,"Lower","Production Company"
"Vidhu Vinod Chopra Productions",8.5,1,"Top","Production Company"
"Village Roadshow Pictures",6.45625,48,"Medium","Production Company"
"Virgin Produced",6.1,1,"Medium","Production Company"
"Virtual Studios",6.7,2,"Medium","Production Company"
"Voltage pictures",6.2,2,"Medium","Production Company"
"Voltage Pictures",5.75,2,"Lower","Production Company"
"Vulcan Productions Inc.",7.2,1,"Medium","Production Company"
"Walden Media",6.6,2,"Medium","Production Company"
"Walt Disney",6.83333333333333,6,"Medium","Production Company"
"Walt Disney Animation Studios",7,1,"Medium","Production Company"
"Walt Disney Feature Animation",6.7,1,"Medium","Production Company"
"Walt Disney Pictures",6.59444444444444,72,"Medium","Production Company"
"Walt Disney Productions",7.05,8,"Medium","Production Company"
"Walt Disney Television Animation",4.8,1,"Lower","Production Company"
"Warner Bros.",6.91,70,"Medium","Production Company"
